Course,Number,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,1040,7,Precalc & Diff Calc,0%,0%,0%,0%,0%,87%,7%,7%,"Hanna, Jennifer Mari",
MTHS,1040,8,Precalc & Diff Calc,0%,0%,0%,0%,0%,78%,18%,4%,"Johnson, Christa Con",
MTHS,1040,9,Precalc & Diff Calc,0%,0%,0%,0%,0%,82%,16%,2%,"White, Jeremy Andrew",
MTHS,1050,1,Precalculus,0%,0%,0%,0%,0%,56%,42%,1%,"Gallagher, Eliza Dar",
MTHS,1060,1,Calculus of One Variable I,24%,49%,9%,0%,11%,0%,0%,7%,"Anderson, Sarah Eliz",
MTHS,1060,2,Calculus of One Variable I,27%,33%,27%,0%,2%,0%,0%,10%,"Hanna, Marion L",
MTHS,1060,3,Calculus of One Variable I,39%,30%,21%,9%,0%,0%,0%,0%,"Guest, Allen Anderso",
MTHS,1060,4,Calculus of One Variable I,24%,35%,17%,0%,9%,0%,0%,15%,"Burr, Meredith Nicol",
MTHS,1060,5,Calculus of One Variable I,31%,36%,12%,7%,5%,0%,0%,10%,"Zantout, Dania Moham",
MTHS,1060,6,Calculus of One Variable I,35%,26%,10%,10%,10%,0%,0%,10%,"Guest, Allen Anderso",
MTHS,1060,7,Calculus of One Variable I,37%,35%,11%,7%,2%,0%,0%,9%,"Zantout, Dania Moham",
MTHS,1060,8,Calculus of One Variable I,23%,25%,21%,8%,8%,0%,0%,15%,"Burr, Meredith Nicol",
MTHS,1060,9,Calculus of One Variable I,28%,38%,15%,9%,9%,0%,0%,2%,"Bandara, Damitha",
MTHS,1060,10,Calculus of One Variable I,36%,33%,20%,0%,2%,0%,0%,9%,"Bandara, Damitha",
MTHS,1060,11,Calculus of One Variable I,33%,42%,19%,2%,2%,0%,0%,2%,"Zantout, Dania Moham",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 76 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,1060,12,Calculus of One Variable I,17%,26%,28%,0%,20%,0%,0%,9%,"Wash, Kirsti A",
MTHS,1060,13,Calculus of One Variable I,31%,22%,25%,3%,6%,0%,0%,13%,"Reba, Marilyn",
MTHS,1060,14,Calculus of One Variable I,30%,35%,19%,5%,5%,0%,0%,7%,"Watson, Charity N",
MTHS,1060,15,Calculus of One Variable I,26%,47%,16%,2%,2%,0%,0%,7%,"Liu, Shitao",
MTHS,1060,16,Calculus of One Variable I,34%,27%,18%,11%,5%,0%,0%,5%,"Dowling, Michael Chr",
MTHS,1060,17,Calculus of One Variable I,21%,36%,33%,3%,3%,0%,0%,5%,"Watson, Charity N",
MTHS,1060,18,Calculus of One Variable I,24%,20%,17%,12%,15%,0%,0%,12%,"Muir, Karyn K",
MTHS,1060,19,Calculus of One Variable I,18%,26%,21%,10%,23%,0%,0%,3%,"Biggers, Sherry",
MTHS,1060,100,Calc of One Variable I (HON),74%,17%,9%,0%,0%,0%,0%,0%,"Williams, Calvin L",H
MTHS,1060,201,Calc of One Variable I 4 BIOL,64%,11%,11%,0%,7%,0%,0%,7%,"Peterson, James K",
MTHS,1060,203,Calc of One Variable I 4 BIOL,80%,10%,10%,0%,0%,0%,0%,0%,"Teitloff, Timothy Ch",
MTHS,1070,1,Diff and Intgrl Calc,3%,7%,33%,17%,33%,0%,0%,7%,"Simms, Donna M",
MTHS,1080,1,Calc of One Var II,19%,14%,26%,9%,9%,0%,0%,23%,"Johnson, Terri A",
MTHS,1080,2,Calc of One Var II,5%,25%,7%,9%,18%,0%,0%,36%,"Keaton, Anna Trillin",
MTHS,1080,3,Calc of One Var II,13%,9%,17%,13%,17%,0%,0%,32%,"Johnson, Terri A",
MTHS,1080,4,Calc of One Var II,21%,35%,23%,5%,7%,0%,0%,9%,"Chao, Shih-Wei",
MTHS,1080,5,Calc of One Var II,24%,17%,7%,4%,22%,0%,0%,26%,"Keaton, Anna Trillin",
MTHS,1080,6,Calc of One Var II,14%,11%,20%,5%,34%,0%,0%,16%,"Novick, Beth A",
MTHS,1080,7,Calc of One Var II,11%,30%,9%,0%,23%,0%,0%,28%,"Wilson, Anastasia Br",
MTHS,1080,8,Calc of One Var II,10%,25%,17%,6%,21%,0%,0%,21%,"Buckingham, Patrick",
MTHS,1080,9,Calc of One Var II,5%,19%,26%,10%,26%,0%,0%,14%,"Grotheer, Rachel Eli",
MTHS,1080,10,Calc of One Var II,16%,22%,18%,9%,18%,0%,0%,18%,"Black, Nathanael Dav",
MTHS,1080,100,Calc of One Variable II (HON),79%,14%,0%,0%,0%,0%,0%,7%,"Brown, James L",H
MTHS,1110,1,Calc II for Biology,33%,8%,17%,8%,17%,0%,0%,17%,"Peterson, James K",
MTHS,1150,1,Contemp Math I,94%,6%,0%,0%,0%,0%,0%,0%,"Dogbey, James Kwame",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 77 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,1150,2,Contemp Math I,56%,26%,11%,7%,0%,0%,0%,0%,"Stoddard, Allison K",
MTHS,1160,1,Contemp Math II,40%,44%,8%,4%,0%,0%,0%,4%,"Stoddard, Allison K",
MTHS,1990,1,Prob Solving in Math,0%,0%,0%,0%,0%,91%,6%,3%,"Hanna, Marion L",
MTHS,1990,2,Prob Solving in Math,0%,0%,0%,0%,0%,93%,4%,2%,"Hanna, Marion L",
MTHS,2030,1,Elem Stat Inference,47%,24%,12%,12%,6%,0%,0%,0%,"Wilson, Christopher",
MTHS,2030,2,Elem Stat Inference,26%,37%,17%,9%,9%,0%,0%,3%,"Shick, Laura Jane",
MTHS,2030,3,Elem Stat Inference,53%,24%,0%,12%,0%,0%,0%,12%,"Carden, Stephen Wesl",
MTHS,2030,4,Elem Stat Inference,31%,34%,14%,6%,3%,0%,0%,11%,"Shick, Laura Jane",
MTHS,2030,5,Elem Stat Inference,47%,11%,16%,11%,11%,0%,0%,5%,"Wilson, Christopher",
MTHS,2030,6,Elem Stat Inference,40%,31%,17%,6%,3%,0%,0%,3%,"Shick, Laura Jane",
MTHS,2030,7,Elem Stat Inference,68%,16%,11%,0%,5%,0%,0%,0%,"McDonald, Janie Caro",
MTHS,2030,8,Elem Stat Inference,63%,16%,11%,0%,5%,0%,0%,5%,"Carden, Stephen Wesl",
MTHS,2030,9,Elem Stat Inference,68%,11%,11%,5%,5%,0%,0%,0%,"McDonald, Janie Caro",
MTHS,2060,1,Calc of Several Var,33%,13%,21%,5%,8%,0%,0%,21%,"Cox, Christopher L",
MTHS,2060,2,Calc of Several Var,30%,27%,12%,9%,9%,0%,0%,12%,"Matthews, Gretchen L",
MTHS,2060,3,Calc of Several Var,28%,30%,16%,9%,12%,0%,0%,5%,"Teitloff, Timothy Ch",
MTHS,2060,4,Calc of Several Var,14%,35%,23%,19%,2%,0%,0%,7%,"Poznanovikj, Svetlan",
MTHS,2060,5,Calc of Several Var,12%,20%,20%,20%,7%,0%,0%,22%,"Prevost, Shari A",
MTHS,2060,6,Calc of Several Var,37%,21%,8%,16%,13%,0%,0%,5%,"Teitloff, Timothy Ch",
MTHS,2060,7,Calc of Several Var,14%,23%,14%,14%,9%,0%,0%,26%,"Matthews, Gretchen L",
MTHS,2060,8,Calc of Several Var,10%,13%,18%,10%,28%,0%,0%,21%,"Prevost, Shari A",
MTHS,2060,9,Calc of Several Var,12%,40%,31%,7%,5%,0%,0%,5%,"Lee, Hyesuk K",
MTHS,2060,10,Calc of Several Var,59%,25%,2%,0%,9%,0%,0%,5%,"Schmoll, Martin Joha",
MTHS,2060,11,Calc of Several Var,54%,27%,5%,5%,3%,0%,0%,5%,"Pandey, Abhishek",
MTHS,2060,12,Calc of Several Var,26%,35%,21%,0%,9%,0%,0%,9%,"Parrott, Timothy Fra",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 78 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,2060,13,Calc of Several Var,9%,21%,9%,3%,21%,0%,0%,36%,"Keaton, Anna Trillin",
MTHS,2060,14,Calc of Several Var,50%,17%,19%,8%,3%,0%,0%,3%,"Teitloff, Timothy Ch",
MTHS,2060,15,Calc of Several Var,14%,36%,14%,23%,9%,0%,0%,5%,"Chenette, Nathan L",
MTHS,2060,16,Calc of Several Var,20%,39%,25%,14%,2%,0%,0%,0%,"Fralix, Brian H.",
MTHS,2060,17,Calc of Several Var,24%,24%,29%,18%,3%,0%,0%,3%,"Chen, Qingshan",
MTHS,2060,18,Calc of Several Var,84%,14%,2%,0%,0%,0%,0%,0%,"Moss, William F",
MTHS,2060,19,Calc of Several Var,30%,34%,20%,9%,2%,0%,0%,5%,"Adelgren, Nathan Jos",
MTHS,2060,20,Calc of Several Var,47%,32%,15%,3%,0%,0%,0%,3%,"Johnson, Charles C",
MTHS,2060,21,Calc of Several Var,42%,29%,19%,2%,8%,0%,0%,0%,"Bowers, Abigail L",
MTHS,2060,22,Calc of Several Var,23%,27%,23%,8%,12%,0%,0%,8%,"Chenette, Nathan L",
MTHS,2060,100,Calc of Several Var (HON),50%,39%,7%,4%,0%,0%,0%,0%,"Prevost, Shari A",H
MTHS,2070,1,Multi-Var Calculus,14%,21%,14%,17%,21%,0%,0%,14%,"Xue, Hui",
MTHS,2070,2,Multi-Var Calculus,16%,11%,16%,21%,21%,0%,0%,16%,"Thomas, Grady McGowa",
MTHS,2070,3,Multi-Var Calculus,18%,27%,15%,9%,21%,0%,0%,9%,"Goodell, Brandon Gra",
MTHS,2070,4,Multi-Var Calculus,11%,28%,39%,11%,6%,0%,0%,6%,"Keaton, Rodney Lewis",
MTHS,2070,5,Multi-Var Calculus,23%,38%,23%,8%,3%,0%,0%,5%,"McKnew, Judith Irene",
MTHS,2070,6,Multi-Var Calculus,16%,21%,21%,5%,26%,0%,0%,11%,"Sotherden, Elaine Ma",
MTHS,2070,7,Multi-Var Calculus,14%,34%,20%,14%,14%,0%,0%,3%,"McKnew, Judith Irene",
MTHS,2070,8,Multi-Var Calculus,16%,16%,21%,21%,21%,0%,0%,5%,"Nguyen, Liem P",
MTHS,2070,9,Multi-Var Calculus,5%,42%,37%,0%,5%,0%,0%,11%,"Joyner, Jason Lee",
MTHS,2070,10,Multi-Var Calculus,21%,37%,32%,5%,5%,0%,0%,0%,"Knoll, Fiona May",
MTHS,2070,11,Multi-Var Calculus,18%,53%,6%,6%,6%,0%,0%,12%,"Sotherden, Elaine Ma",
MTHS,2070,12,Multi-Var Calculus,17%,22%,17%,6%,22%,0%,0%,17%,"Knoll, Fiona May",
MTHS,2070,13,Multi-Var Calculus,5%,42%,21%,16%,5%,0%,0%,11%,"Joyner, Jason Lee",
MTHS,2070,14,Multi-Var Calculus,11%,37%,37%,0%,11%,0%,0%,5%,"Batell, Mark Thomas",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 79 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,2070,15,Multi-Var Calculus,14%,57%,14%,7%,7%,0%,0%,0%,"Alkaseasbeh, Saba Za",
MTHS,2070,16,Multi-Var Calculus,28%,28%,17%,17%,11%,0%,0%,0%,"Keaton, Rodney Lewis",
MTHS,2070,17,Multi-Var Calculus,18%,18%,0%,18%,36%,0%,0%,9%,"Devries, Audrey Nico",
MTHS,2070,18,Multi-Var Calculus,17%,39%,6%,17%,6%,0%,0%,17%,"Nguyen, Liem P",
MTHS,2070,19,Multi-Var Calculus,26%,37%,16%,5%,11%,0%,0%,5%,"Thomas, Grady McGowa",
MTHS,2070,20,Multi-Var Calculus,16%,32%,32%,0%,16%,0%,0%,5%,"Devries, Audrey Nico",
MTHS,2080,1,Intro Ord Diff Eqn,16%,16%,12%,16%,24%,0%,0%,16%,"Parrott, Timothy Fra",
MTHS,2080,2,Intro Ord Diff Eqn,12%,23%,31%,15%,12%,0%,0%,8%,"Lassiter, Julie B",
MTHS,2080,3,Intro Ord Diff Eqn,37%,11%,9%,20%,9%,0%,0%,14%,"Parrott, Timothy Fra",
MTHS,2080,4,Intro Ord Diff Eqn,42%,15%,24%,3%,9%,0%,0%,6%,"Dimitrova, Elena Sta",
MTHS,2080,5,Intro Ord Diff Eqn,31%,20%,17%,14%,6%,0%,0%,11%,"Parrott, Timothy Fra",
MTHS,2080,6,Intro Ord Diff Eqn,52%,21%,12%,3%,9%,0%,0%,3%,"Dimitrova, Elena Sta",
MTHS,2080,7,Intro Ord Diff Eqn,11%,39%,22%,11%,11%,0%,0%,6%,"Dimitrova, Elena Sta",
MTHS,2080,8,Intro Ord Diff Eqn,23%,26%,40%,6%,3%,0%,0%,3%,"Viktorova, Irina V.",
MTHS,2080,9,Intro Ord Diff Eqn,46%,24%,22%,8%,0%,0%,0%,0%,"Viktorova, Irina V.",
MTHS,2080,100,Intro Ord Diff Eqn (HON),58%,42%,0%,0%,0%,0%,0%,0%,"Lassiter, Julie B",H
MTHS,2160,2,Geo for El Sch Tch,62%,23%,12%,4%,0%,0%,0%,0%,"Stoddard, Allison K",
MTHS,2160,3,Geo for El Sch Tch,45%,42%,9%,0%,3%,0%,0%,0%,"Stoddard, Allison K",
MTHS,2500,1,Intro to Math Sci,84%,10%,6%,0%,0%,0%,0%,0%,"Warner, Daniel D",
MTHS,3010,1,Stat Methods I,38%,15%,23%,0%,0%,0%,0%,23%,"Xia, Yanbo",
MTHS,3010,2,Stat Methods I,14%,29%,26%,11%,14%,0%,0%,6%,"Burr, Meredith Nicol",
MTHS,3010,3,Stat Methods I,73%,18%,0%,0%,0%,0%,0%,9%,"Shick, Laura Jane",
MTHS,3010,4,Stat Methods I,41%,24%,18%,12%,0%,0%,0%,6%,"Priyadarshani, Hewa",
MTHS,3010,5,Stat Methods I,43%,36%,7%,0%,7%,0%,0%,7%,"Priyadarshani, Hewa",
MTHS,3010,6,Stat Methods I,47%,29%,12%,0%,6%,0%,0%,6%,"Xia, Yanbo",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 80 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,3020,1,Engr Stat,37%,42%,5%,0%,0%,0%,0%,16%,"Finney, Michael Thom",
MTHS,3020,2,Engr Stat,82%,9%,5%,0%,0%,0%,0%,5%,"Morgan, Dominique J",
MTHS,3020,3,Engr Stat,50%,22%,17%,0%,0%,0%,0%,11%,"Finney, Michael Thom",
MTHS,3020,4,Engr Stat,30%,30%,18%,2%,2%,0%,0%,18%,"Brown, Derek A",
MTHS,3020,5,Engr Stat,83%,17%,0%,0%,0%,0%,0%,0%,"Morgan, Dominique J",
MTHS,3090,1,Intro Business Stat,25%,25%,0%,13%,38%,0%,0%,0%,"Yang, Tao",
MTHS,3090,2,Intro Business Stat,18%,38%,18%,6%,15%,0%,0%,6%,"Fellers, Gary P.",
MTHS,3090,3,Intro Business Stat,14%,34%,34%,3%,9%,0%,0%,6%,"Fellers, Gary P.",
MTHS,3090,4,Intro Business Stat,39%,25%,19%,6%,8%,0%,0%,3%,"Breazel, Ellen Hepfe",
MTHS,3090,5,Intro Business Stat,26%,42%,16%,5%,5%,0%,0%,5%,"Thomas, April L",
MTHS,3090,6,Intro Business Stat,5%,63%,16%,5%,11%,0%,0%,0%,"Crunkleton, Joshua M",
MTHS,3090,7,Intro Business Stat,21%,32%,5%,11%,21%,0%,0%,11%,"Jiang, Chendi",
MTHS,3090,8,Intro Business Stat,11%,47%,37%,0%,5%,0%,0%,0%,"Thomas, April L",
MTHS,3090,9,Intro Business Stat,24%,59%,18%,0%,0%,0%,0%,0%,"Patterson, John Will",
MTHS,3090,10,Intro Business Stat,10%,33%,28%,10%,15%,0%,0%,3%,"Fellers, Gary P.",
MTHS,3090,11,Intro Business Stat,21%,56%,18%,0%,3%,0%,0%,3%,"Breazel, Ellen Hepfe",
MTHS,3090,12,Intro Business Stat,21%,37%,26%,5%,7%,0%,0%,5%,"Watson, Charity N",
MTHS,3090,13,Intro Business Stat,35%,32%,11%,5%,14%,0%,0%,3%,"Fellers, Gary P.",
MTHS,3090,14,Intro Business Stat,9%,48%,18%,11%,9%,0%,0%,5%,"Bandara, Damitha",
MTHS,3090,15,Intro Business Stat,3%,50%,30%,3%,13%,0%,0%,3%,"Brown, Christy Jenki",
MTHS,3090,16,Intro Business Stat,0%,13%,53%,20%,7%,0%,0%,7%,"Yang, Tao",
MTHS,3090,17,Intro Business Stat,22%,33%,28%,6%,11%,0%,0%,0%,"Crunkleton, Joshua M",
MTHS,3090,18,Intro Business Stat,26%,37%,11%,16%,11%,0%,0%,0%,"Wrenn, James Ellis R",
MTHS,3090,19,Intro Business Stat,7%,57%,14%,7%,0%,0%,0%,14%,"Jiang, Chendi",
MTHS,3110,1,Linear Algebra,19%,14%,11%,19%,11%,0%,0%,27%,"Saltzman, Matthew J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 81 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,3110,2,Linear Algebra,30%,15%,19%,15%,4%,0%,0%,19%,"Calkin, Neil J",
MTHS,3110,3,Linear Algebra,14%,30%,43%,3%,11%,0%,0%,0%,"Adams, Warren P",
MTHS,3110,4,Linear Algebra,47%,29%,15%,3%,6%,0%,0%,0%,"Kiessler, Peter C",
MTHS,3110,5,Linear Algebra,20%,27%,22%,10%,17%,0%,0%,5%,"Chenette, Nathan L",
MTHS,3160,2,Probsolving Teachers,88%,13%,0%,0%,0%,0%,0%,0%,"Tyminski, Andrew Mic",
MTHS,3190,1,Introduction to Proof,36%,27%,23%,5%,5%,0%,0%,5%,"James, Kevin L.",
MTHS,3190,2,Introduction to Proof,13%,50%,19%,6%,0%,0%,0%,13%,"James, Kevin L.",
MTHS,3600,1,Intm Math Computing,54%,21%,14%,0%,4%,0%,0%,7%,"Warner, Daniel D",
MTHS,3650,1,Num Meth for Engr,46%,31%,14%,3%,0%,0%,0%,6%,"Rebholz, Leo G",
MTHS,3650,2,Num Meth for Engr,39%,22%,17%,9%,4%,0%,0%,9%,"Heister, Timo Johann",
MTHS,3650,3,Num Meth for Engr,64%,29%,4%,4%,0%,0%,0%,0%,"Moss, William F",
MTHS,4000,1,Theory of Prob,16%,32%,29%,6%,13%,0%,0%,3%,"Li, Yingbo",
MTHS,4000,2,Theory of Prob,31%,44%,17%,6%,0%,0%,0%,3%,"Sun, Xiaoqian",
MTHS,4050,1,Stat Methods II,57%,21%,14%,0%,0%,0%,0%,7%,"Gallagher, Colin M",
MTHS,4120,1,Intro to Mod Algebra,18%,29%,29%,7%,18%,0%,0%,0%,"Macauley, Matthew",
MTHS,4120,2,Intro to Mod Algebra,24%,12%,18%,18%,6%,0%,0%,24%,"Gao, Xuhong",
MTHS,4190,1,Discrete Math I,23%,46%,19%,4%,4%,0%,0%,4%,"Goddard, Wayne D",
MTHS,4310,1,Theory of Interest,38%,14%,24%,10%,5%,0%,0%,10%,"Cawood, Mark E.",
MTHS,4340,1,Adv Engineering Math,16%,21%,32%,11%,5%,0%,0%,16%,"Jenkins, Eleanor W",
MTHS,4340,2,Adv Engineering Math,18%,15%,12%,24%,15%,0%,0%,15%,"Ervin, Vincent J",
MTHS,4400,1,Linear Programming,23%,36%,14%,0%,18%,0%,0%,9%,"Wiecek, Margaret Mar",
MTHS,4500,1,Intro to Math Models,80%,10%,0%,0%,0%,0%,0%,10%,"Brannan, James R",
MTHS,4530,1,Advanced Calculus I,21%,18%,36%,14%,11%,0%,0%,0%,"Khan, Taufiquar Rahm",
MTHS,4530,2,Advanced Calculus I,11%,22%,33%,11%,6%,0%,0%,17%,"Mitkovski, Mishko",
MTHS,4540,1,Advanced Calculus II,8%,33%,25%,25%,0%,0%,0%,8%,"Khan, Taufiquar Rahm",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 82 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MTHS,6340,3,Adv Engineering Math,32%,47%,16%,0%,3%,0%,0%,3%,"Ervin, Vincent J",
MTHS,6530,1,Advanced Calculus I,33%,50%,17%,0%,0%,0%,0%,0%,"Khan, Taufiquar Rahm",
MTHS,8000,1,Probability,71%,29%,0%,0%,0%,0%,0%,0%,"Liu, Xin",
MTHS,8010,1,Gen Linear Hyp I,84%,11%,0%,0%,0%,0%,0%,5%,"Sun, Xiaoqian",
MTHS,8040,1,Statistical Inferen,57%,22%,13%,0%,9%,0%,0%,0%,"McMahan, Christopher",
MTHS,8050,1,Data Analysis,77%,15%,8%,0%,0%,0%,0%,0%,"Park, Chanseok",
MTHS,8070,1,App Multivariate Anl,81%,19%,0%,0%,0%,0%,0%,0%,"Gallagher, Colin M",
MTHS,8090,1,Time Series Analysis,89%,11%,0%,0%,0%,0%,0%,0%,"Lund, Robert B",
MTHS,8100,1,Math Programming,56%,13%,13%,0%,13%,0%,0%,6%,"Adams, Warren P",
MTHS,8120,1,Discrete Opt,42%,32%,16%,0%,0%,0%,0%,11%,"Gupte, Akshay Sunil",
MTHS,8140,1,Network Flow Prog,47%,26%,26%,0%,0%,0%,0%,0%,"Nasrabadi, Ebrahim",
MTHS,8210,1,Linear Analysis,42%,33%,18%,0%,0%,0%,0%,6%,"Mitkovski, Mishko",
MTHS,8230,1,Complex Analysis I,75%,13%,0%,0%,0%,0%,0%,13%,"Yoon, Jeong - Rock",
MTHS,8510,1,Abstract Algebra I,57%,29%,0%,0%,0%,0%,0%,14%,"Burr, Michael Adam",
MTHS,8530,1,Matrix Analysis,42%,33%,17%,0%,4%,0%,0%,4%,"Poznanovikj, Svetlan",
MTHS,8600,1,Intro Sci Comp,29%,57%,5%,0%,5%,0%,0%,5%,"Jenkins, Eleanor W",
MTHS,8650,1,Data Structures,68%,21%,11%,0%,0%,0%,0%,0%,"Warner, Daniel D",
MUSC,1420,1,Music Theory I,50%,25%,19%,0%,6%,0%,0%,0%,"Rash, Dan R",
MUSC,1420,2,Music Theory I,57%,29%,0%,0%,0%,0%,0%,14%,"Rash, Dan R",
MUSC,1430,1,Aural Skills I,44%,44%,6%,0%,6%,0%,0%,0%,"Rash, Dan R",
MUSC,1430,2,Aural Skills I,29%,57%,0%,0%,0%,0%,0%,14%,"Rash, Dan R",
MUSC,1510,15,Applied Music,75%,0%,0%,0%,0%,0%,0%,25%,"Goodloe, Cindy Roden",
MUSC,2100,1,Music in West World,84%,13%,0%,3%,0%,0%,0%,0%,"Lapin, Eric J",
MUSC,2100,2,Music in West World,52%,39%,6%,0%,0%,0%,0%,3%,"Odom, Lisa Sain",
MUSC,2100,3,Music in West World,78%,13%,6%,0%,3%,0%,0%,0%,"Lapin, Eric J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,
"Monday, September 23, 2019",,,,,,,,,,,,Page 83 of 103,
Grades Report for 201308,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,Instructor,Honor
MUSC,2100,4,Music in West World,44%,34%,9%,3%,6%,0%,0%,3%,"Li-Bleuel, Linda L",
MUSC,2100,5,Music in West World,83%,11%,3%,0%,0%,0%,0%,3%,"Hurlburt, Timothy Ra",
MUSC,2100,6,Music in West World,47%,41%,9%,3%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,2100,7,Music in West World,53%,38%,6%,0%,3%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,2100,8,Music in West World,69%,25%,6%,0%,0%,0%,0%,0%,"Jacobus, Rhea Beth",
MUSC,2100,10,Music in West World,89%,11%,0%,0%,0%,0%,0%,0%,"Dzuris, Linda",
MUSC,2100,11,Music in West World,94%,0%,6%,0%,0%,0%,0%,0%,"Willey, Richard Tayl",
MUSC,2100,12,Music in West World,75%,19%,3%,3%,0%,0%,0%,0%,"Kibler, Lea F",
MUSC,2100,15,Music in West World (HON),89%,11%,0%,0%,0%,0%,0%,0%,"Li-Bleuel, Linda L",H
MUSC,3110,1,Hist of Amer Music,68%,23%,3%,3%,3%,0%,0%,0%,"Hosler, Ned M",
MUSC,3120,1,History of Jazz,63%,21%,5%,5%,0%,0%,0%,5%,"Lapin, Eric J",
MUSC,3130,1,Hist of Rock & Roll,50%,29%,18%,4%,0%,0%,0%,0%,"Altstatt, Hamilton S",
MUSC,3170,1,Hist of Country Mus,88%,0%,6%,3%,3%,0%,0%,0%,"Hosler, Ned M",
MUSC,3180,1,Hist of Audio Tech,67%,22%,11%,0%,0%,0%,0%,0%,"Whisler, Bruce Allen",
MUSC,3690,1,Symphony Orchestra,90%,8%,2%,0%,0%,0%,0%,0%,"Levin, Andrew R",
MUSC,3700,1,Clemson University Singers,93%,4%,0%,0%,0%,0%,0%,4%,"Durham, Justin W",
MUSC,3710,1,Women's Glee,93%,5%,2%,0%,0%,0%,0%,0%,"Durham, Justin W",
MUSC,3720,1,Men's Glee,95%,0%,0%,0%,0%,0%,0%,5%,"Conley, David A.",
MUSC,4150,1,Music Hist to 1750,44%,19%,13%,13%,6%,0%,0%,6%,"Durham, Justin W",
NPL,3000,1,Nonprofit Leadership,33%,25%,8%,4%,4%,0%,0%,25%,"Lamb, Tracy Diane",
NURS,1020,1,Nrsg Success Skills,91%,9%,0%,0%,0%,0%,0%,0%,"Goodenow, Kristin M",
NURS,1400,1,Comp App Hlth Care,91%,9%,0%,0%,0%,0%,0%,0%,"Meehan, Nancy K",
NURS,3030,1,Nursing of Adults,36%,58%,4%,2%,0%,0%,0%,0%,"Ravan, Leslie Anne M",
NURS,3040,1,Pathophysiology,82%,18%,0%,0%,0%,0%,0%,0%,"Vess, Pamela Joy",
